pIndex	Problem	Equation	Relevant Indices	Number of Operators
2149	जौश के पास 142 पेंसिलें थीं। उसे डोरोथी से 31 पेंसिलें मिलीं। जौश के पास अब कितनी पेंसिलें हैं?	X = ( 142 + 31 )	[0, 1]	1
2150	कमल ने 50 गैस वाले गुब्बारे खरीदे । उनमें से 19 गुब्बारे उड़ गए । कितने गुब्बारे शेष बचे ?	X = ( 50 - 19 )	[0, 1]	1
2152	फिर उन्हें नाश्ता बनाने के लिए कहा गया। उसने अपने दल को 3 टीमों में विभाजित किया। यदि तीसरी और दूसरी टीम ने नाश्ता की 240 प्लेटें तैयार कीं और पहली टीम ने दूसरी और तीसरी टीम की तुलना में 75 कम तैयार कीं, तो उन्होंने कुल मिलाकर नाश्ते की कितनीप्लेटें तैयार कीं?	X = ( ( 240 - 75 ) + 240 )	[1, 2, 1]	2
2153	जागृति के पास 695 पोकेमॉन कार्ड थे जिनमें से 6 फटे हुए थे। सारा ने जागृति से 133 पोकेमॉन कार्ड खरीदे। जागृति के पास अब कितने पोकेमॉन कार्ड हैं?	X = ( 695 - 133 )	[0, 2]	1
2154	छगन ने पहले दिन 76 पके आम व दूसरे दिन 68 पके आम तोड़े । बताइए , उसने कुल कितने आम तोड़े ?	X = ( 76 + 68 )	[0, 1]	1
2155	1 बेकरी में कुल 90 खाद्य पदार्थ हैं। उनमें से 49 समोसे हैं और 19 कचोरियाँ हैं। कितने आलू कोफ़्ते हैं?	X = ( ( 90 - 49 ) - 19 )	[1, 2, 3]	2
2157	सारा ने 61 आड़ू तोड़े और उसके फलों के पकवान में 37 नाशपाती थीं। वह बगीचे में गई और उसने 24 आड़ू और तोड़े। उसने कुल कितने आड़ू तोड़े?	X = ( 61 + 24 )	[0, 2]	1
2158	अमीना की पानी की बोतल में 1 लीटर पानी आता है। उसने 250 मिलीलीटर पानी पी लिया और उसके दोस्त गोविंद ने 150 मिलीलीटर पानी पी लिया। बोतल में कितना पानी बचा है?	X = ( 1000 - ( 250 + 150 ) )	['implicit', 1, 2]	2
2159	1 क्रिकेट मैच में राहुल ने 24 रन और अनिल ने 63 रन बनाए । बताइए , दोनों ने कुल कितने रन बनाए ?	X = ( 24 + 63 )	[1, 2]	1
2160	वे सेमीफाइनल में काली टीम के खिलाफ़ खेले। यदि उन्होंने 83 रन बनाकर मैच ख़त्म किया और मैच 18 रन से जीता, तो काली टीम ने कितने रन बनाए?	X = ( 83 - 18 )	[0, 1]	1
2161	सतनाम के पास ₹ 765 थे । उसके मामा जी ने उसे ₹ 250 और दिए । फिर सतनाम ने अपने कुल रुपयों में से ₹ 370 अपनी बहन को दे दिए । अब उसके पास कितने रुपये बचे ?	X = ( ( 765 + 250 ) - 370 )	[0, 1, 2]	2
2162	अनुराधा को चित्र एकत्र करना पसंद है। उसके पास बचपन से मिले सभी चित्र से भरा 1 पूरा घर है। जब वह वहाँ से जाने वाली थी, तो उसने अपने कुछ चित्रों को अलग अलग संग्रहालयों में दान करना शुरू कर दिया। पहले वह न्यूयॉर्क में मेट्रोपॉलिटन म्यूजियम गई। उसने मूलत: 70 में से 46 मध्ययुगीन कला के चित्र दान किए। उसके पास कितने मध्ययुगीन कला के चित्र बचे थे?	X = ( 70 - 46 )	[1, 2]	1
2163	बॉबी ने 26 टाॅफ़ियाँ खाईं। फिर उसने 17 और खा लीं। बॉबी ने कितनी टाॅफ़ियाँ खाईं?	X = ( 26 + 17 )	[0, 1]	1
